,age,workclass,fnlwgt,education,education_num,martial_status,occupation,RelationShip,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income_class,age-binned,fnlwgt-binned,education_num-binned,capital_gain-binned,capital_loss-binned,hours_per_week-binned
9254,37, State-gov,26898, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K.,mid_workclass,class1,education8,capital_gain1,capital_loss1,hours4
9255,42, Private,435356, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, United-States, >50K.,senior_workclass,class2,education8,capital_gain1,capital_loss1,hours5
9256,70,Private,103963, HS-grad,9, Widowed,Prof-specialty, Not-in-family, White, Male,0,0,6, United-States, <=50K.,junior_retired,class1,education6,capital_gain1,capital_loss1,hours1
9257,43, Private,185860, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K.,senior_workclass,class1,education8,capital_gain1,capital_loss1,hours4
9258,63, Private,188999, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K.,diminishing_workclass,class1,education6,capital_gain1,capital_loss1,hours5
9259,64, Self-emp-not-inc,108654, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1421,35, United-States, <=50K.,diminishing_workclass,class1,education6,capital_gain1,capital_loss4,hours4
9260,38, Private,54953, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K.,mid_workclass,class1,education8,capital_gain1,capital_loss1,hours7
9261,24, Private,130620, Some-college,10, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,0,0,40,United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4
9262,29, Private,273884, HS-grad,9, Married-spouse-absent, Transport-moving, Own-child, White, Male,0,0,30, United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours3
9263,30, Private,392518, Assoc-acdm,12, Married-spouse-absent, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K.,junior work_class,class2,education8,capital_gain1,capital_loss1,hours4
9264,66, Self-emp-not-inc,198766, HS-grad,9, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K.,junior_retired,class1,education6,capital_gain1,capital_loss1,hours4
9265,25, Private,66935, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K.,starter_workclass,class1,education8,capital_gain1,capital_loss1,hours4
9266,39, Federal-gov,135500, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4
9267,22, Local-gov,111697, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K.,starter_workclass,class1,education8,capital_gain1,capital_loss1,hours3
9268,31, Private,141288, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4
9269,29, Private,296450, 7th-8th,4, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K.,junior work_class,class1,education2,capital_gain1,capital_loss1,hours4
9270,52, Private,94448, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K.,Advanced_workclass,class1,education7,capital_gain1,capital_loss1,hours4
9271,51, Self-emp-not-inc,138200, Assoc-acdm,12, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, United-States, <=50K.,Advanced_workclass,class1,education8,capital_gain1,capital_loss1,hours4
9272,40, Private,217826, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Haiti, <=50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4
9273,57,Private,182836, Some-college,10, Married-civ-spouse,Prof-specialty, Wife, White, Female,3103,0,40, United-States, >50K.,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours4
9274,64, Self-emp-not-inc,46366, Some-college,10, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K.,diminishing_workclass,class1,education6,capital_gain1,capital_loss1,hours7
9275,31, Private,168275, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,28, United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours3
9276,74, Local-gov,214514, 7th-8th,4, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K.,sineor_retired,class1,education2,capital_gain1,capital_loss1,hours4
9277,43, State-gov,107439, Some-college,10, Never-married, Other-service, Not-in-family, Black, Female,0,0,30, United-States, <=50K.,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours3
9278,80, Self-emp-inc,164909, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,54, United-States, >50K.,sineor_retired,class1,education9,capital_gain10,capital_loss1,hours6
9279,28, Federal-gov,329426, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K.,junior work_class,class2,education8,capital_gain1,capital_loss1,hours5
9280,77, Local-gov,181974, 7th-8th,4, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K.,sineor_retired,class1,education2,capital_gain1,capital_loss1,hours4
9281,68, Private,176468, HS-grad,9, Divorced, Priv-house-serv, Unmarried, Black, Female,0,0,24, United-States, <=50K.,junior_retired,class1,education6,capital_gain1,capital_loss1,hours3
9282,51, State-gov,187686, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K.,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours4
9283,21, Private,229769, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Mexico, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4
9284,43, Private,45975, 12th,8, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Italy, <=50K.,senior_workclass,class1,education5,capital_gain1,capital_loss1,hours4
9285,42, Private,187702, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K.,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours4
9286,48, Private,102585, Masters,14, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K.,senior_workclass,class1,education9,capital_gain1,capital_loss1,hours4
9287,30, Private,327112, 11th,7, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K.,junior work_class,class2,education4,capital_gain1,capital_loss1,hours4
9288,34,Private,167558, 7th-8th,4, Married-civ-spouse,Prof-specialty, Wife, White, Female,0,0,40, Mexico, <=50K.,mid_workclass,class1,education2,capital_gain1,capital_loss1,hours4
9289,32, Private,296538, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,42, United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours5
9290,56, Private,169560, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K.,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours4
9291,50, Private,185283, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K.,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours4
9292,40, Private,224793, HS-grad,9, Never-married, Transport-moving, Own-child, Black, Male,0,1719,40, United-States, <=50K.,mid_workclass,class1,education6,capital_gain1,capital_loss5,hours4
9293,23, Federal-gov,478457, 11th,7, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K.,starter_workclass,class2,education4,capital_gain1,capital_loss1,hours4
9294,54, Private,104413, Some-college,10, Separated, Tech-support, Other-relative, Black, Female,4101,0,40, United-States, <=50K.,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours4
9295,28, Self-emp-not-inc,175710, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,40,United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4
9296,34, Private,85632, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4
9297,48, Private,102359, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K.,senior_workclass,class1,education10,capital_gain1,capital_loss1,hours7
9298,56, Local-gov,237546, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,99, United-States, <=50K.,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours10
9299,31, Private,96245, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,42, United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours5
9300,42, Private,91453, Bachelors,13, Divorced, Sales, Unmarried, White, Female,0,0,50, United-States, <=50K.,senior_workclass,class1,education8,capital_gain1,capital_loss1,hours5
9301,36, Private,131039, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Trinadad&Tobago, <=50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4
9302,52, Private,106176, Bachelors,13, Divorced, Adm-clerical, Unmarried, White, Male,0,3770,40, United-States, <=50K.,Advanced_workclass,class1,education8,capital_gain1,capital_loss9,hours4
9303,55, Private,329797, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K.,Advanced_workclass,class2,education4,capital_gain1,capital_loss1,hours4
9304,25, Private,153932, 11th,7, Married-civ-spouse, Craft-repair, Own-child, White, Male,2580,0,30, United-States, <=50K.,starter_workclass,class1,education4,capital_gain1,capital_loss1,hours3
9305,35, State-gov,52738, HS-grad,9, Never-married, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4
9306,51, Private,25932, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,99, United-States, >50K.,Advanced_workclass,class1,education7,capital_gain1,capital_loss1,hours10
9307,19, Private,78374, Some-college,10, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4
9308,59, Private,653215, 11th,7, Widowed, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K.,diminishing_workclass,class3,education4,capital_gain1,capital_loss1,hours4
9309,19, Private,318061, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,80, United-States, <=50K.,starter_workclass,class2,education6,capital_gain1,capital_loss1,hours9
9310,46, State-gov,260782, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K.,senior_workclass,class1,education9,capital_gain1,capital_loss1,hours4
9311,32,Private,340580, HS-grad,9, Married-civ-spouse,Prof-specialty, Husband, Black, Male,0,0,45, United-States, <=50K.,junior work_class,class2,education6,capital_gain1,capital_loss1,hours5
9312,46, Self-emp-not-inc,45564, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K.,senior_workclass,class1,education10,capital_gain1,capital_loss1,hours4
9313,26, Private,209051, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,25, United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours3
9314,55, Private,100821, HS-grad,9, Married-spouse-absent, Priv-house-serv, Not-in-family, Black, Female,0,0,36, United-States, <=50K.,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours4
9315,28, Private,86268, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4
9316,61, Federal-gov,95680, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,3103,0,40, United-States, >50K.,diminishing_workclass,class1,education8,capital_gain1,capital_loss1,hours4
9317,35, Private,327164, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,40, United-States, >50K.,mid_workclass,class2,education8,capital_gain1,capital_loss1,hours4
9318,21,Private,117210, Some-college,10, Never-married,Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4
9319,52, Local-gov,136175, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,35, United-States, <=50K.,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours4
9320,21, Private,232591, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,8, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours1
9321,33, Local-gov,29144, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K.,junior work_class,class1,education7,capital_gain1,capital_loss1,hours4
9322,38, Self-emp-inc,64875, Assoc-voc,11, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K.,mid_workclass,class1,education7,capital_gain1,capital_loss1,hours5
9323,44, Private,184011, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,60, United-States, <=50K.,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours7
9324,29, Private,244246, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,8614,0,50, United-States, >50K.,junior work_class,class1,education8,capital_gain1,capital_loss1,hours5
9325,39, Private,357173, HS-grad,9, Separated, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K.,mid_workclass,class2,education6,capital_gain1,capital_loss1,hours4
9326,32, Private,203181, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours7
9327,47, Private,299508, HS-grad,9, Divorced, Tech-support, Unmarried, Black, Female,0,0,55, United-States, <=50K.,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours6
9328,28, Private,198493, Assoc-acdm,12, Never-married, Adm-clerical, Other-relative, White, Male,0,0,35, United-States, <=50K.,junior work_class,class1,education8,capital_gain1,capital_loss1,hours4
9329,59, Local-gov,358747, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States, >50K.,diminishing_workclass,class2,education6,capital_gain1,capital_loss1,hours6
9330,38, Private,91039, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,5178,0,48, United-States, >50K.,mid_workclass,class1,education8,capital_gain1,capital_loss1,hours5
9331,23, Private,34918, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,15, United-States, <=50K.,starter_workclass,class1,education8,capital_gain1,capital_loss1,hours2
9332,44, Private,97159, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K.,senior_workclass,class1,education8,capital_gain1,capital_loss1,hours4
9333,55, Federal-gov,212600, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40,United-States, >50K.,Advanced_workclass,class1,education9,capital_gain1,capital_loss1,hours4
9334,65, Private,90113, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K.,diminishing_workclass,class1,education8,capital_gain1,capital_loss1,hours7
9335,19, Private,96705, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,14, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours2
9336,58, Private,156873, 11th,7, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,35, United-States, <=50K.,diminishing_workclass,class1,education4,capital_gain1,capital_loss1,hours4
9337,49, Private,136358, Masters,14, Divorced, Sales, Unmarried, Other, Female,0,0,20, Peru, <=50K.,senior_workclass,class1,education9,capital_gain1,capital_loss1,hours2
9338,44, Private,227065, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40,United-States, >50K.,senior_workclass,class1,education8,capital_gain10,capital_loss1,hours4
9339,44, Local-gov,193144, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K.,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours4
9340,33, Private,317660, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K.,junior work_class,class2,education6,capital_gain1,capital_loss1,hours4
9341,38, Self-emp-not-inc,85492, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours5
9342,37, Local-gov,203628, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,54, United-States, >50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours6
9343,30, Private,183801, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4
9344,28, Private,132686, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K.,junior work_class,class1,education9,capital_gain1,capital_loss1,hours4
9345,27, Private,50818, Masters,14, Never-married, Tech-support, Not-in-family, White, Male,0,0,55, United-States, <=50K.,junior work_class,class1,education9,capital_gain1,capital_loss1,hours6
9346,49, State-gov,160812, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K.,senior_workclass,class1,education8,capital_gain1,capital_loss1,hours4
9347,28, Private,212286, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K.,junior work_class,class1,education8,capital_gain1,capital_loss1,hours4
9348,61, Local-gov,77072, 11th,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K.,diminishing_workclass,class1,education4,capital_gain1,capital_loss1,hours4
9349,41, State-gov,176155, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K.,mid_workclass,class1,education7,capital_gain1,capital_loss1,hours4
9350,20, State-gov,219211, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,0,30, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours3
9351,40, Private,356934, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K.,mid_workclass,class2,education10,capital_gain1,capital_loss1,hours5
9352,57, Private,143266, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60,United-States, >50K.,Advanced_workclass,class1,education8,capital_gain1,capital_loss1,hours7
9353,36,Private,194809, Bachelors,13, Never-married,Prof-specialty, Own-child, White, Female,0,0,50, United-States, <=50K.,mid_workclass,class1,education8,capital_gain1,capital_loss1,hours5
9354,62, Private,138157, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K.,diminishing_workclass,class1,education6,capital_gain1,capital_loss1,hours4
9355,31, Private,437825, 1st-4th,2, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Mexico, <=50K.,junior work_class,class2,education1,capital_gain1,capital_loss1,hours4
9356,31, Private,165503, 11th,7, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40,United-States, <=50K.,junior work_class,class1,education4,capital_gain1,capital_loss1,hours4
9357,68, Private,152053, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,0,48, United-States, <=50K.,junior_retired,class1,education6,capital_gain1,capital_loss1,hours5
9358,18, Private,211273, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,19, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours2
9359,30, State-gov,576645, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, <=50K.,junior work_class,class2,education8,capital_gain1,capital_loss1,hours4
9360,42,Private,148951, Bachelors,13, Divorced,Prof-specialty, Not-in-family, White, Female,0,0,12, Ecuador, <=50K.,senior_workclass,class1,education8,capital_gain1,capital_loss1,hours2
9361,38, Private,38145, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States, <=50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours5
9362,19, Private,66619, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,37, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4
9363,22, Private,126613, Some-college,10, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, France, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4
9364,46, State-gov,135854, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K.,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours4
9365,57, Private,132145, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K.,Advanced_workclass,class1,education2,capital_gain1,capital_loss1,hours4
9366,65,Private,194920, HS-grad,9, Married-civ-spouse,Prof-specialty, Husband, White, Male,0,0,10, United-States, <=50K.,diminishing_workclass,class1,education6,capital_gain1,capital_loss1,hours1
9367,18, Private,260387, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Cuba, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4
9368,67, Private,176388, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K.,junior_retired,class1,education6,capital_gain1,capital_loss1,hours5
9369,28, Private,77009, Some-college,10, Never-married, Sales, Other-relative, White, Female,0,0,40, United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4
9370,30, Private,385177, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,24, United-States, >50K.,junior work_class,class2,education8,capital_gain1,capital_loss1,hours3
9371,20, Private,510643, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K.,starter_workclass,class2,education6,capital_gain1,capital_loss1,hours4
9372,32, Private,100135, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours2
9373,35, Private,297697, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4
9374,38, Private,179481, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours5
9375,23, Private,134045, Assoc-voc,11, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K.,starter_workclass,class1,education7,capital_gain1,capital_loss1,hours4
9376,64, Self-emp-not-inc,275034, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, <=50K.,diminishing_workclass,class1,education6,capital_gain1,capital_loss1,hours4
9377,33, Private,127651, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,8614,0,40, United-States, >50K.,junior work_class,class1,education8,capital_gain1,capital_loss1,hours4
9378,24, Private,237262, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4
9379,18,Private,274445, HS-grad,9, Never-married,Prof-specialty, Own-child, White, Male,0,1602,20, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss4,hours2
9380,40,Private,141583, Bachelors,13, Never-married,Prof-specialty, Unmarried, Black, Female,0,0,35, United-States, <=50K.,mid_workclass,class1,education8,capital_gain1,capital_loss1,hours4
9381,27,Private,294642, HS-grad,9, Separated,Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4
9382,51, Self-emp-not-inc,181179, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,25, United-States, <=50K.,Advanced_workclass,class1,education8,capital_gain1,capital_loss1,hours3
9383,27, Private,184493, HS-grad,9, Separated, Handlers-cleaners, Own-child, White, Female,0,1594,25, United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss4,hours3
9384,48, Local-gov,125892, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K.,senior_workclass,class1,education9,capital_gain1,capital_loss1,hours4
9385,27, Local-gov,118235, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4
9386,24, Private,119329, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K.,starter_workclass,class1,education8,capital_gain1,capital_loss1,hours7
9387,31, Self-emp-not-inc,189843, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours5
9388,42, Private,167357, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,213,40, United-States, <=50K.,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours4
9389,51, Private,103803, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,50, United-States, <=50K.,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours5
9390,41, Private,145175, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,3103,0,40, United-States, >50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4
9391,26, Private,158846, Bachelors,13, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,44, United-States, <=50K.,junior work_class,class1,education8,capital_gain1,capital_loss1,hours5
9392,69, Private,203313, 7th-8th,4, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K.,junior_retired,class1,education2,capital_gain1,capital_loss1,hours4
9393,63, Private,125954, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,44, United-States, >50K.,diminishing_workclass,class1,education2,capital_gain1,capital_loss1,hours5
9394,35, Private,102178, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, >50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours5
9395,35, Private,139364, Bachelors,13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K.,mid_workclass,class1,education8,capital_gain1,capital_loss1,hours5
9396,62, Self-emp-not-inc,265007, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Ecuador, <=50K.,diminishing_workclass,class1,education6,capital_gain1,capital_loss1,hours7
9397,26, Private,61996, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,62, United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours7
9398,63, Private,209790, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K.,diminishing_workclass,class1,education6,capital_gain1,capital_loss1,hours4
9399,23, Private,117779, 12th,8, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K.,starter_workclass,class1,education5,capital_gain1,capital_loss1,hours5
9400,43, Self-emp-inc,173326, HS-grad,9, Never-married, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K.,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours4
9401,44, Private,318046, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, >50K.,senior_workclass,class2,education6,capital_gain1,capital_loss1,hours4
9402,56, Local-gov,204021, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K.,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours4
9403,54, Self-emp-not-inc,236157, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K.,Advanced_workclass,class1,education9,capital_gain1,capital_loss1,hours4
